"dist" "year" "state" "obs" "pop_linear" "x1" "x2" "x3" "x4" "x5" "x6"
"Mirzapur" 2004 "Uttar Pradesh" 20 490292 899 503 44.54 105.036 1.61886808743327 1.97861655130733
"Mirzapur" 2005 "Uttar Pradesh" 26 502793 899 512 46.3 110.784 2.21151651648995 2.12305585583035
"Mirzapur" 2006 "Uttar Pradesh" 22 515295 900 522 48.06 117.468 2.2187138507345 1.69666353291462
"Mirzapur" 2007 "Uttar Pradesh" 28 527795 901 531 49.82 122.676 1.71159972528824 1.62601973902383
"Mirzapur" 2008 "Uttar Pradesh" 24 540296 901 540 51.58 134.076 2.14646374307082 2.10437621869688
"Mirzapur" 2009 "Uttar Pradesh" 19 552795 902 549 53.34 136.896 1.32469082957935 1.40748400642806
"Mirzapur" 2010 "Uttar Pradesh" 25 565297 902 558 55.1 149.112 0.692188610810032 0.814339542129449
"Mirzapur" 2011 "Uttar Pradesh" 20 577798 903 567 56.86 157.584 1.1213590872137 0.800970776581216
"Mirzapur" 2012 "Uttar Pradesh" 24 590299 904 576 58.62 173.388 1.06355907834334 0.827212616489262
"Mirzapur" 2013 "Uttar Pradesh" 19 602801 904 585 60.38 172.164 0.891120909997176 0.697398973041268
"Mirzapur" 2014 "Uttar Pradesh" 26 615300 905 594 62.14 187.608 0.95270832110691 0.724058324041251
"Moradabad" 2001 "Uttar Pradesh" 45 809861 875 1025 33.01 181.656 5.58910916159951 4.19839185847851
"Moradabad" 2002 "Uttar Pradesh" 35 840368 878 1051 34.495 184.176 4.56684852815347 3.23271300307493
"Moradabad" 2003 "Uttar Pradesh" 24 870875 881 1077 35.98 186.72 3.91340537009526 2.30790573108182
"Moradabad" 2004 "Uttar Pradesh" 27 901381 884 1102 37.465 165.276 4.75844980497714 3.43393284895258
"Moradabad" 2005 "Uttar Pradesh" 38 931887 887 1128 38.95 191.928 4.02908713116765 2.54216211847483
"Moradabad" 2006 "Uttar Pradesh" 23 962395 890 1154 40.435 194.592 3.5408531204882 2.4152839166244
"Moradabad" 2007 "Uttar Pradesh" 34 992901 894 1180 41.92 202.728 2.98062934842296 2.5679268232567
"Moradabad" 2008 "Uttar Pradesh" 38 1023406 897 1206 43.405 206.976 2.82467700603069 3.72139986508805
"Moradabad" 2009 "Uttar Pradesh" 32 1053913 900 1231 44.89 226.668 2.91530107826685 2.5426686096162
"Moradabad" 2010 "Uttar Pradesh" 41 1084421 903 1257 46.375 220.5 3.77205554094598 2.85047378946486
"Moradabad" 2011 "Uttar Pradesh" 59 1114927 906 1283 47.86 220.344 2.15842142696384 2.32606580964064
"Moradabad" 2012 "Uttar Pradesh" 55 1145433 909 1309 49.345 187.02 1.84406050649376 2.23336216897577
"Moradabad" 2013 "Uttar Pradesh" 57 1175941 912 1335 50.83 208.476 1.78302007941051 2.00339334765225
"Moradabad" 2014 "Uttar Pradesh" 62 1206448 915 1360 52.315 208.212 1.76295951539769 2.35061268719692
"Muzaffarnagar" 2001 "Uttar Pradesh" 24 770042 871 884 47.81 188.484 9.14385829051618 5.22103019674535
"Muzaffarnagar" 2002 "Uttar Pradesh" 37 792871 873 899 48.898 194.7 7.97390560229382 3.52852268812305
"Muzaffarnagar" 2003 "Uttar Pradesh" 29 815702 875 914 49.986 201.12 5.08752735229759 1.61378555798687
"Muzaffarnagar" 2004 "Uttar Pradesh" 23 838534 876 929 51.074 206.484 6.81269714410659 2.55812738612698
"Muzaffarnagar" 2005 "Uttar Pradesh" 20 861364 878 944 52.162 214.608 5.48748773268141 3.04860429593412
"Muzaffarnagar" 2006 "Uttar Pradesh" 39 884194 880 959 53.25 221.688 6.00254977875384 2.19223557137097
"Muzaffarnagar" 2007 "Uttar Pradesh" 34 907024 882 974 54.338 224.172 5.4725818510687 2.28666565608035
"Muzaffarnagar" 2008 "Uttar Pradesh" 28 929854 884 989 55.426 223.092 4.24938959289077 2.30175269614917
"Muzaffarnagar" 2009 "Uttar Pradesh" 27 952686 885 1004 56.514 253.98 4.85575300901053 1.84269601367579
"Muzaffarnagar" 2010 "Uttar Pradesh" 40 975517 887 1019 57.602 264.3 4.11847075297412 2.03472066962412
"Muzaffarnagar" 2011 "Uttar Pradesh" 35 998346 889 1034 58.69 272.472 4.41654326088593 2.24447280471252
"Muzaffarnagar" 2012 "Uttar Pradesh" 28 1021175 891 1049 59.778 268.764 4.30045803441982 2.32842479211681
"Muzaffarnagar" 2013 "Uttar Pradesh" 36 1044006 893 1064 60.866 275.832 5.87103328080591 1.94141737970873
"Muzaffarnagar" 2014 "Uttar Pradesh" 35 1066838 894 1079 61.954 276.696 4.69759572905649 1.95733155377354
"Pilibhit" 2001 "Uttar Pradesh" 44 347869 877 458 35.11 193.392 6.9901038364729 5.59208306917832
"Pilibhit" 2002 "Uttar Pradesh" 33 361331 879 467 36.599 196.704 5.41598644455964 3.45194740422483
"Pilibhit" 2003 "Uttar Pradesh" 13 374791 881 477 38.088 200.052 3.67135862413796 1.63171494406132
"Pilibhit" 2004 "Uttar Pradesh" 21 388253 882 486 39.577 199.368 4.22248622271218 1.9971218620936
"Pilibhit" 2005 "Uttar Pradesh" 20 401714 884 495 41.066 206.94 3.29639324295256 1.39677679786126
"Pilibhit" 2006 "Uttar Pradesh" 16 415176 886 504 42.555 210.48 2.57119474119557 0.65647525307121
"Pilibhit" 2007 "Uttar Pradesh" 18 428636 888 514 44.044 221.016 2.03550019471166 0.964184302758156
"Pilibhit" 2008 "Uttar Pradesh" 35 442097 890 523 45.533 212.196 2.46510564288906 2.46510564288906
"Pilibhit" 2009 "Uttar Pradesh" 27 455559 891 532 47.022 222.24 1.54066904066647 1.07846832846653
"Pilibhit" 2010 "Uttar Pradesh" 30 469019 893 542 48.511 238.296 1.70968966618309 0.452564911636701
"Pilibhit" 2011 "Uttar Pradesh" 39 482481 895 551 50 232.056 2.26488633470983 0.738549891753204
"Pilibhit" 2012 "Uttar Pradesh" 25 495943 897 560 51.489 216.096 2.26587923345788 0.530312161022056
"Pilibhit" 2013 "Uttar Pradesh" 35 509403 899 570 52.978 231.048 11.8484866508624 3.91802546622143
"Pilibhit" 2014 "Uttar Pradesh" 25 522865 900 579 54.467 249.612 2.49593486164663 2.40349282973379
"Pratapgarh" 2001 "Uttar Pradesh" 33 631036 1004 735 41.54 75.552 2.78268612691831 4.7232435575324
"Pratapgarh" 2002 "Uttar Pradesh" 27 649168 1003 748 43.231 79.548 2.30582686050504 1.98156995824652
"Pratapgarh" 2003 "Uttar Pradesh" 24 667300 1003 761 44.922 83.748 1.55989537356303 1.59534754114401
"Pratapgarh" 2004 "Uttar Pradesh" 22 685432 1002 773 46.613 87.732 2.19775542889197 3.10476560589501
"Pratapgarh" 2005 "Uttar Pradesh" 23 703565 1002 786 48.304 92.844 2.05961557275335 2.50586561351657
"Pratapgarh" 2006 "Uttar Pradesh" 30 721696 1001 799 49.995 97.752 2.16177727816703 4.01955462659182
"Pratapgarh" 2007 "Uttar Pradesh" 27 739829 1000 812 51.686 96.348 1.92776914897966 2.79194152610848
"Pratapgarh" 2008 "Uttar Pradesh" 32 757962 1000 825 53.377 111.636 1.56987206196808 3.63032914330119
"Pratapgarh" 2009 "Uttar Pradesh" 27 776094 999 837 55.068 112.632 1.35166273826274 2.86423770727104
"Pratapgarh" 2010 "Uttar Pradesh" 34 794226 999 850 56.759 134.664 1.23503626889843 1.67838262183633
"Pratapgarh" 2011 "Uttar Pradesh" 31 812358 998 863 58.45 121.68 1.80733722824893 1.83849821494288
"Pratapgarh" 2012 "Uttar Pradesh" 24 830490 997 876 60.141 131.232 1.74776125581246 3.09691029538698
"Pratapgarh" 2013 "Uttar Pradesh" 30 848622 997 889 61.832 138.408 1.90083265521883 3.4999458413553
"Pratapgarh" 2014 "Uttar Pradesh" 21 866754 996 901 63.523 146.796 2.13762695500087 4.72059285896026
"Rae Bareli" 2001 "Uttar Pradesh" 29 653636 951 623 39.3 90.408 3.02889461013426 5.57038089220094
"Rae Bareli" 2002 "Uttar Pradesh" 26 671989 950 635 40.999 95.556 2.56702941644576 3.35425177082246
"Rae Bareli" 2003 "Uttar Pradesh" 16 690340 949 646 42.698 101.004 2.32179234293075 2.15354652097924
"Rae Bareli" 2004 "Uttar Pradesh" 23 708692 949 658 44.397 112.824 2.44799580267963 2.18334760779535
"Rae Bareli" 2005 "Uttar Pradesh" 18 727046 948 669 46.096 112.836 2.3416179994972 1.85378091626862
"Rae Bareli" 2006 "Uttar Pradesh" 23 745397 947 681 47.795 119.256 1.69458793376655 1.72656129100743
"Rae Bareli" 2007 "Uttar Pradesh" 31 763749 946 693 49.494 122.772 1.79171022827646 1.98031130493714
"Rae Bareli" 2008 "Uttar Pradesh" 33 782103 945 704 51.193 128.94 1.94687503379991 1.45243058077136
"Rae Bareli" 2009 "Uttar Pradesh" 29 800455 945 716 52.892 136.488 1.8836230821603 1.45828883780152
"Rae Bareli" 2010 "Uttar Pradesh" 20 818806 944 727 54.591 152.88 1.43366649154032 2.80759687926646
"Rae Bareli" 2011 "Uttar Pradesh" 16 837159 943 739 56.29 154.62 1.67373403309119 2.40782790725399
"Rae Bareli" 2012 "Uttar Pradesh" 23 855512 942 751 57.989 162.096 1.81868202134671 4.1569874773639
"Rae Bareli" 2013 "Uttar Pradesh" 23 873863 941 762 59.688 185.652 1.44740841523253 3.83137521679198
"Rae Bareli" 2014 "Uttar Pradesh" 27 892215 941 774 61.387 184.488 2.00889886393979 4.15730459343096
"Rampur" 2001 "Uttar Pradesh" 18 403813 879 813 27.89 154.848 4.62640722052212 3.69072935569742
"Rampur" 2002 "Uttar Pradesh" 11 418995 882 830 29.545 158.304 4.4355122404843 3.5688029521138
"Rampur" 2003 "Uttar Pradesh" 12 434178 885 848 31.2 161.856 3.15018271059721 2.00011600672839
"Rampur" 2004 "Uttar Pradesh" 14 449360 888 865 32.855 155.58 3.62908940752173 2.3049621912638
"Rampur" 2005 "Uttar Pradesh" 13 464542 891 883 34.51 169.188 3.31883627170591 2.02016120886447
"Rampur" 2006 "Uttar Pradesh" 13 479726 894 900 36.165 172.968 2.68894687159901 1.74545674121339
"Rampur" 2007 "Uttar Pradesh" 18 494908 897 917 37.82 184.812 2.63726013656381 1.71190570268177
"Rampur" 2008 "Uttar Pradesh" 21 510090 900 935 39.475 180.912 2.54118766035575 3.67564643730028
"Rampur" 2009 "Uttar Pradesh" 24 525272 903 952 41.13 195.96 3.64949859449798 4.45060804207071
"Rampur" 2010 "Uttar Pradesh" 23 540455 906 970 42.785 195.564 2.96823983377857 2.96823983377857
"Rampur" 2011 "Uttar Pradesh" 26 555637 909 987 44.44 198.048 3.38211137078686 3.72460366149946
"Rampur" 2012 "Uttar Pradesh" 12 570819 912 1004 46.095 180.492 2.14141933273374 2.60329409077435
"Rampur" 2013 "Uttar Pradesh" 19 586002 915 1022 47.75 182.424 2.05907485766645 1.72962288043982
"Rampur" 2014 "Uttar Pradesh" 18 601184 918 1039 49.405 222.444 2.18105503286527 2.14066512484924
"Saharanpur" 2001 "Uttar Pradesh" 21 637629 865 785 50 222.9 3.48653008443962 2.72708788782901
"Saharanpur" 2002 "Uttar Pradesh" 24 659112 868 800 51.174 227.4 3.01763860624427 2.74639019219984
"Saharanpur" 2003 "Uttar Pradesh" 10 680592 870 816 52.348 231.996 2.73084007634363 1.66514638801441
"Saharanpur" 2004 "Uttar Pradesh" 19 702075 872 832 53.522 223.296 3.04207881928089 2.91123671952688
"Saharanpur" 2005 "Uttar Pradesh" 19 723556 875 847 54.696 241.452 2.69880731993654 2.40964939280048
"Saharanpur" 2006 "Uttar Pradesh" 16 745039 878 862 55.87 246.324 2.46145767523527 2.30367192682276
"Saharanpur" 2007 "Uttar Pradesh" 16 766520 880 878 57.044 245.364 2.51066023235076 1.98373154161047
"Saharanpur" 2008 "Uttar Pradesh" 23 788001 882 894 58.218 244.956 1.7048891654598 1.40044467162769
"Saharanpur" 2009 "Uttar Pradesh" 35 809484 885 909 59.392 276.36 2.30252278749987 1.13630994707786
"Saharanpur" 2010 "Uttar Pradesh" 26 830964 888 924 60.566 311.652 1.70351696952555 1.08672634262837
"Saharanpur" 2011 "Uttar Pradesh" 32 852447 890 940 61.74 275.808 2.25018477478824 1.44242613768477
"Saharanpur" 2012 "Uttar Pradesh" 27 873930 892 956 62.914 271.176 1.9834753832287 0.850060878526584
"Saharanpur" 2013 "Uttar Pradesh" 34 895410 895 971 64.088 276.108 2.64397560417626 2.14301180549023
"Saharanpur" 2014 "Uttar Pradesh" 28 916893 898 986 65.262 270.288 2.51493584863367 2.89764347777357
"Sant Kabir Nagar" 2001 "Uttar Pradesh" 7 310774 974 863 34.92 82.824 1.1265812624188 1.26740392022115
"Sant Kabir Nagar" 2002 "Uttar Pradesh" 6 320412 974 881 36.908 85.944 1.52009181354554 1.10552131894221
"Sant Kabir Nagar" 2003 "Uttar Pradesh" 10 330048 974 899 38.896 89.184 1.28826572989407 0.813641513617308
"Sant Kabir Nagar" 2004 "Uttar Pradesh" 4 339686 973 917 40.884 94.536 1.26418380966449 1.33071979964683
"Sant Kabir Nagar" 2005 "Uttar Pradesh" 6 349323 973 935 42.872 96.036 1.04467554989109 1.63230554670483
"Sant Kabir Nagar" 2006 "Uttar Pradesh" 7 358960 973 952 44.86 99.66 1.21736188709033 1.40957692189406
"Sant Kabir Nagar" 2007 "Uttar Pradesh" 7 368597 973 970 46.848 94.452 1.3203527982677 0.943109141619784
"Sant Kabir Nagar" 2008 "Uttar Pradesh" 7 378234 973 988 48.836 104.256 0.740383345817019 1.91265697669397
"Sant Kabir Nagar" 2009 "Uttar Pradesh" 9 387872 972 1006 50.824 109.44 0.665997843377893 1.08981465280019
"Sant Kabir Nagar" 2010 "Uttar Pradesh" 6 397508 972 1024 52.812 121.62 1.18826940443937 1.84181757688103
"Sant Kabir Nagar" 2011 "Uttar Pradesh" 6 407146 972 1042 54.8 132.168 0.991147883345392 1.57417605001915
"Sant Kabir Nagar" 2012 "Uttar Pradesh" 12 416784 972 1060 56.788 129.288 0.915407218901328 1.88802738898399
"Sant Kabir Nagar" 2013 "Uttar Pradesh" 5 426420 972 1078 58.776 129.468 1.45972943353515 0.673721277016223
"Sant Kabir Nagar" 2014 "Uttar Pradesh" 11 436058 971 1096 60.764 122.532 1.54263002993804 1.26716038173482
"Sant Ravidas Nagar Bhadohi" 2001 "Uttar Pradesh" 9 298550 917 1334 38.44 111.12 1.5512981040921 3.61969557621491
"Sant Ravidas Nagar Bhadohi" 2002 "Uttar Pradesh" 4 307241 921 1356 40.199 116.676 2.10964632143153 2.54612487069323
"Sant Ravidas Nagar Bhadohi" 2003 "Uttar Pradesh" 5 315934 925 1378 41.958 122.496 1.28949619383707 2.22079900049717
"Sant Ravidas Nagar Bhadohi" 2004 "Uttar Pradesh" 13 324626 928 1400 43.717 116.808 1.48150342968044 3.03355464172661
"Sant Ravidas Nagar Bhadohi" 2005 "Uttar Pradesh" 8 333318 932 1422 45.476 135.06 1.18105012029343 2.8484149960018
"Sant Ravidas Nagar Bhadohi" 2006 "Uttar Pradesh" 9 342009 936 1444 47.235 141.804 1.29989635036996 1.64197433730942
"Sant Ravidas Nagar Bhadohi" 2007 "Uttar Pradesh" 14 350701 940 1467 48.994 156.468 0.875859099872866 1.41484931517924
"Sant Ravidas Nagar Bhadohi" 2008 "Uttar Pradesh" 11 359393 944 1489 50.753 166.692 1.26060902012197 2.12313098125806
"Sant Ravidas Nagar Bhadohi" 2009 "Uttar Pradesh" 10 368085 947 1511 52.512 156.636 0.588037744182673 1.11073796123394
"Sant Ravidas Nagar Bhadohi" 2010 "Uttar Pradesh" 11 376778 951 1533 54.271 171.12 0.836453411796953 0.643425701382271
"Sant Ravidas Nagar Bhadohi" 2011 "Uttar Pradesh" 11 385469 955 1555 56.03 205.176 0.506902426985458 0.887079247224551
"Sant Ravidas Nagar Bhadohi" 2012 "Uttar Pradesh" 7 394160 959 1577 57.789 178.86 0.623979403687843 1.12316292663812
"Sant Ravidas Nagar Bhadohi" 2013 "Uttar Pradesh" 13 402853 963 1599 59.548 194.712 0.737372949104676 1.41329815245063
"Sant Ravidas Nagar Bhadohi" 2014 "Uttar Pradesh" 23 411545 966 1621 61.307 203.868 1.02870510836803 2.42048260792478
"Shahjahanpur" 2001 "Uttar Pradesh" 66 529635 842 571 36.25 120.324 7.69274546628438 3.25764221276328
"Shahjahanpur" 2002 "Uttar Pradesh" 49 543980 845 582 37.582 126.048 8.10690928715947 3.3971810346192
"Shahjahanpur" 2003 "Uttar Pradesh" 28 558325 848 594 38.914 132.048 6.15122910670484 1.8985275020694
"Shahjahanpur" 2004 "Uttar Pradesh" 41 572671 851 605 40.246 144.408 5.11656238714152 3.0624679981431
"Shahjahanpur" 2005 "Uttar Pradesh" 25 587016 854 617 41.578 144.924 5.10602908159067 1.68976501980698
"Shahjahanpur" 2006 "Uttar Pradesh" 34 601361 857 628 42.91 151.812 4.15505809674493 1.19232101906594
"Shahjahanpur" 2007 "Uttar Pradesh" 56 615706 860 639 44.242 161.916 4.47775833467192 2.98517222311462
"Shahjahanpur" 2008 "Uttar Pradesh" 68 630051 863 651 45.574 157.872 3.9847934688536 1.74771643370772
"Shahjahanpur" 2009 "Uttar Pradesh" 54 644397 866 662 46.906 165.768 3.67870911003088 1.68464248964031
"Shahjahanpur" 2010 "Uttar Pradesh" 50 658742 869 674 48.238 179.436 3.14489016217488 1.35264092996769
"Shahjahanpur" 2011 "Uttar Pradesh" 47 673087 872 685 49.57 204.564 2.89369367691345 1.89586827108122
"Shahjahanpur" 2012 "Uttar Pradesh" 51 687432 875 696 50.902 195.348 2.51903836855298 1.40673571230881
"Shahjahanpur" 2013 "Uttar Pradesh" 43 701777 878 708 52.234 210.984 2.86381467193394 1.51235156832467
"Shahjahanpur" 2014 "Uttar Pradesh" 61 716123 881 719 53.566 223.776 2.78514857501671 1.8673155218862
"Shrawasti" 2001 "Uttar Pradesh" 4 251924 862 604 18.58 92.592 2.97520127236608 4.16528178131251
"Shrawasti" 2002 "Uttar Pradesh" 3 251290 864 612 20.2 93.36 1.53800145255693 3.16144743025591
"Shrawasti" 2003 "Uttar Pradesh" 4 250658 866 619 21.82 94.128 1.28828238462787 1.3741678769364
"Shrawasti" 2004 "Uttar Pradesh" 6 250026 868 627 23.44 112.572 1.46758957907804 1.81290477415523
"Shrawasti" 2005 "Uttar Pradesh" 6 249394 870 635 25.06 95.7 1.82226179133541 2.16935927539929
"Shrawasti" 2006 "Uttar Pradesh" 16 248760 872 642 26.68 96.492 0.959445126716535 1.83166796918611
"Shrawasti" 2007 "Uttar Pradesh" 4 248125 873 650 28.3 78.864 1.66577679117033 2.54250141810208
"Shrawasti" 2008 "Uttar Pradesh" 6 247493 875 658 29.92 87.912 1.76249964750007 2.29124954175009
"Shrawasti" 2009 "Uttar Pradesh" 9 246861 877 666 31.54 86.544 1.06295812387891 1.86017671678809
"Shrawasti" 2010 "Uttar Pradesh" 16 246229 879 673 33.16 110.724 1.6026668376178 1.51362979108347
"Shrawasti" 2011 "Uttar Pradesh" 16 245595 881 681 34.78 101.676 1.61093863129284 2.50590453756664
"Shrawasti" 2012 "Uttar Pradesh" 18 244961 883 689 36.4 113.724 2.15900534623699 1.52929545358453
"Shrawasti" 2013 "Uttar Pradesh" 18 244329 885 696 38.02 105.54 1.89888011284773 3.70733736317891
"Shrawasti" 2014 "Uttar Pradesh" 9 243697 887 704 39.64 98.64 1.36334262527074 3.18113279229839
"Siddharthnagar" 2001 "Uttar Pradesh" 13 441103 948 705 27.08 74.016 0.637228350779502 4.11747549734447
"Siddharthnagar" 2002 "Uttar Pradesh" 6 455336 951 723 29.113 77.832 0.718779454983082 2.06050110428484
"Siddharthnagar" 2003 "Uttar Pradesh" 8 469574 954 741 31.146 81.852 0.468443535455789 0.796354010274841
"Siddharthnagar" 2004 "Uttar Pradesh" 16 483808 956 759 33.179 81.204 1.05326546640198 2.79344319350089
"Siddharthnagar" 2005 "Uttar Pradesh" 12 498043 959 777 35.212 90.528 0.76104727267518 2.01453689825783
"Siddharthnagar" 2006 "Uttar Pradesh" 15 512278 962 794 37.245 95.196 0.743985424887888 1.88184548648113
"Siddharthnagar" 2007 "Uttar Pradesh" 9 526512 965 812 39.278 102.624 0.513392484704113 1.62574286822969
"Siddharthnagar" 2008 "Uttar Pradesh" 16 540748 968 830 41.311 105.66 0.794647588432775 1.38017739043587
"Siddharthnagar" 2009 "Uttar Pradesh" 14 554981 970 848 43.344 105.66 0.572402824399079 1.02214790071264
"Siddharthnagar" 2010 "Uttar Pradesh" 15 569218 973 866 45.377 129.66 0.599539553622818 1.11914050009593
"Siddharthnagar" 2011 "Uttar Pradesh" 17 583452 976 884 47.41 124.728 0.547025218253294 1.05497720663135
"Siddharthnagar" 2012 "Uttar Pradesh" 8 597686 979 902 49.443 126.756 1.03132555892116 1.03132555892116
"Siddharthnagar" 2013 "Uttar Pradesh" 8 611923 982 920 51.476 133.98 0.709477272082293 1.008204544538
"Siddharthnagar" 2014 "Uttar Pradesh" 20 626156 984 938 53.509 137.436 0.620563880845894 1.75218036944723
"Sitapur" 2001 "Uttar Pradesh" 82 765344 864 630 34.59 125.244 4.47555724141018 6.54757448280378
"Sitapur" 2002 "Uttar Pradesh" 83 789313 866 645 36.198 129.276 4.51594724291956 4.62411364394758
"Sitapur" 2003 "Uttar Pradesh" 50 813282 869 660 37.806 133.44 3.4144634554476 1.82634091803011
"Sitapur" 2004 "Uttar Pradesh" 71 837251 871 675 39.414 133.788 3.93800849210805 3.62711308483636
"Sitapur" 2005 "Uttar Pradesh" 70 861221 874 690 41.022 142.164 3.600988192309 2.63734346478969
"Sitapur" 2006 "Uttar Pradesh" 58 885191 876 706 42.63 146.736 3.07790602110401 2.03538946556878
"Sitapur" 2007 "Uttar Pradesh" 61 909160 878 721 44.238 149.496 2.72114661343586 2.11374781579392
"Sitapur" 2008 "Uttar Pradesh" 77 933130 881 736 45.846 153.66 1.95006038052812 2.16409139790316
"Sitapur" 2009 "Uttar Pradesh" 75 957099 883 751 47.454 161.808 2.32774023908686 2.37429504386859
"Sitapur" 2010 "Uttar Pradesh" 45 981068 886 766 49.062 176.976 1.7543875638073 1.59489778527937
"Sitapur" 2011 "Uttar Pradesh" 60 1005037 888 781 50.67 171.168 2.27475874176404 1.98483850997058
"Sitapur" 2012 "Uttar Pradesh" 45 1029006 890 796 52.278 186.612 2.09559172634192 2.48851517503102
"Sitapur" 2013 "Uttar Pradesh" 63 1052975 893 811 53.886 192.468 1.75206262641025 2.79902687877735
"Sitapur" 2014 "Uttar Pradesh" 46 1076944 895 826 55.494 169.08 1.90316965586301 1.75677199002739
"Sonbhadra" 2001 "Uttar Pradesh" 12 319343 898 215 33.7 213.876 2.25483919238493 3.68973686026625
"Sonbhadra" 2002 "Uttar Pradesh" 8 330871 900 220 35.544 218.796 2.20112404067677 2.40122622619284
"Sonbhadra" 2003 "Uttar Pradesh" 11 342402 902 226 37.388 223.836 1.23712333663884 1.23712333663884
"Sonbhadra" 2004 "Uttar Pradesh" 11 353933 904 232 39.232 233.148 2.16106136079491 1.77969759124287
"Sonbhadra" 2005 "Uttar Pradesh" 10 365461 906 237 41.076 234.252 1.48911457247521 1.79934677507421
"Sonbhadra" 2006 "Uttar Pradesh" 10 376990 908 242 42.92 239.64 1.87761920307784 1.5142090347402
"Sonbhadra" 2007 "Uttar Pradesh" 11 388521 910 248 44.764 233.28 2.06939203626994 1.59638814226538
"Sonbhadra" 2008 "Uttar Pradesh" 20 400050 912 254 46.608 252.936 2.25096142025277 2.77041405569571
"Sonbhadra" 2009 "Uttar Pradesh" 11 411580 914 259 48.452 251.148 2.0846538488626 1.40854989788013
"Sonbhadra" 2010 "Uttar Pradesh" 20 423110 916 264 50.296 266.136 0.824997195009537 1.3749953250159
"Sonbhadra" 2011 "Uttar Pradesh" 8 434639 918 270 52.14 281.712 0.966412339152746 1.55699765752387
"Sonbhadra" 2012 "Uttar Pradesh" 17 446168 920 276 53.984 286.056 1.31026429603168 1.83437001444435
"Sonbhadra" 2013 "Uttar Pradesh" 13 457698 922 281 55.828 259.872 1.48369850223194 1.68834657150531
"Sonbhadra" 2014 "Uttar Pradesh" 6 469228 924 286 57.672 291.408 1.59818286608127 1.39841000782111
"Sultanpur" 2001 "Uttar Pradesh" 38 730698 980 725 40.86 103.824 3.20389992385294 4.88361444703798
"Sultanpur" 2002 "Uttar Pradesh" 20 751759 980 738 42.602 108.696 2.60034581540114 3.02863806734957
"Sultanpur" 2003 "Uttar Pradesh" 19 772818 981 751 44.344 113.808 1.86541006226257 2.28663168922509
"Sultanpur" 2004 "Uttar Pradesh" 17 793878 981 764 46.086 130.176 1.74584208473666 3.28455036280966
"Sultanpur" 2005 "Uttar Pradesh" 14 814938 981 777 47.828 124.764 1.65881639085206 2.06624497807889
"Sultanpur" 2006 "Uttar Pradesh" 23 835998 982 790 49.57 130.632 2.20386305710152 2.31834944967822
"Sultanpur" 2007 "Uttar Pradesh" 21 857056 982 804 51.312 133.776 1.66079617442639 2.89935603332064
"Sultanpur" 2008 "Uttar Pradesh" 12 878115 982 817 53.054 139.368 1.49495618394162 1.7164311741552
"Sultanpur" 2009 "Uttar Pradesh" 28 899176 982 830 54.796 139.764 1.03463889332846 2.34155117963809
"Sultanpur" 2010 "Uttar Pradesh" 16 920236 983 843 56.538 149.736 0.856890915911956 1.79411535519066
"Sultanpur" 2011 "Uttar Pradesh" 14 941296 983 856 58.28 157.668 1.07976657026897 1.55381043038705
"Sultanpur" 2012 "Uttar Pradesh" 15 962356 983 869 60.022 183.672 1.13964364379298 2.79730712567368
"Sultanpur" 2013 "Uttar Pradesh" 15 983416 984 882 61.764 190.596 0.993462507234445 2.5473397621396
"Sultanpur" 2014 "Uttar Pradesh" 21 1004477 984 895 63.506 186.516 1.32780166150578 2.98129052300354
"Unnao" 2001 "Uttar Pradesh" 63 591442 898 592 41.59 127.512 5.4437911895017 3.14777041569826
"Unnao" 2002 "Uttar Pradesh" 57 605225 899 601 43.107 132.972 4.60090272632699 2.44651176717387
"Unnao" 2003 "Uttar Pradesh" 42 619006 900 610 44.624 138.672 3.99653633517618 1.40418844208893
"Unnao" 2004 "Uttar Pradesh" 29 632790 901 619 46.141 142.404 4.36670990774526 1.7395836217847
"Unnao" 2005 "Uttar Pradesh" 40 646572 902 628 47.658 150.828 3.57057093429239 2.45039181765164
"Unnao" 2006 "Uttar Pradesh" 37 660354 902 637 49.175 157.296 3.31357727935286 1.51872291970339
"Unnao" 2007 "Uttar Pradesh" 52 674138 903 646 50.692 159.696 3.19920496353247 1.39539790962586
"Unnao" 2008 "Uttar Pradesh" 52 687921 904 655 52.209 168.792 1.94639363462164 1.61080852520412
"Unnao" 2009 "Uttar Pradesh" 40 701704 905 664 53.726 175.632 1.81992593894115 1.65447812631014
"Unnao" 2010 "Uttar Pradesh" 26 715484 906 673 55.243 196.344 1.5008494481605 1.69661241965969
"Unnao" 2011 "Uttar Pradesh" 30 729268 907 682 56.76 206.244 1.96244523249668 1.83376029921821
"Unnao" 2012 "Uttar Pradesh" 44 743052 908 691 58.277 199.068 1.90330029098289 2.85495043647434
"Unnao" 2013 "Uttar Pradesh" 44 756832 909 700 59.794 219.972 2.81505554260978 2.12693085441627
"Unnao" 2014 "Uttar Pradesh" 31 770615 910 709 61.311 203.556 2.37478044846341 2.5289869710909
"Varanasi" 2001 "Uttar Pradesh" 31 705809 903 2045 53.05 101.424 2.48512825969973 5.12955961296995
"Varanasi" 2002 "Uttar Pradesh" 34 727257 904 2080 54.414 108.6 2.44610954117571 4.26501150769098
"Varanasi" 2003 "Uttar Pradesh" 21 748704 905 2115 55.778 116.268 2.28423121111791 2.43857115781507
